Reference,Group,Genus,Species,ID,Habitat,Volume,Temperature,Growth
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,3119,22,0.87
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,3119,22,0.916
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,3119,22,1.09
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,,5,-0.169
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,,5,-0.03
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,,5,-0.169
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,3119,10,0.127
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,3119,10,0.239
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,3119,10,0.131
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,2524,15,0.22
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,2524,15,0.24
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,2524,15,0.16
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1826,18,0.442
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1826,18,0.468
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1826,18,0.545
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1342,22,0.23
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1342,22,0.37
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1342,22,0.287
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,,5,0.089
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,,5,-0.128
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,,5,0.035
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,1072,10,0.368
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,1072,10,0.293
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,1072,10,0.296
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,520,15,0.706
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,520,15,0.721
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,520,15,0.662
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,895,18,0.442
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,895,18,0.578
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,895,18,0.538
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,951,22,0.1
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,951,22,0.316
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,951,22,0.197
